"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-24",23,39,12,10,13,25
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-25",23,26,7,16,11,40
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-26",36,31,2,10,21,35
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-27",15,25,5,0,42,28
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-28",26,22,0,20,20,38
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-29",32,26,18,10,9,37
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-30",18,23,9,5,15,48
"SM2_1","Annual Airplane Flights: 1 Time","2020-03-31",25,24,10,26,30,9
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-01",18,18,6,9,34,34
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-02",21,43,6,8,5,38
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-03",26,33,6,14,17,30
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-04",16,29,12,42,9,8
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-05",30,25,6,7,23,39
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-06",21,15,21,9,31,25
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-07",21,16,31,12,17,24
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-08",25,21,11,14,30,24
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-09",28,26,21,13,24,16
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-10",24,15,9,13,31,32
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-11",28,24,8,18,22,28
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-12",26,25,11,3,19,42
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-13",23,33,5,9,20,32
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-14",25,19,3,31,28,20
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-15",19,29,7,20,15,29
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-16",17,13,15,29,18,25
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-17",27,29,0,20,13,38
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-18",26,28,3,20,27,22
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-19",23,25,15,11,22,26
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-20",30,22,2,11,31,34
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-21",16,23,8,6,25,38
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-22",17,26,20,0,23,31
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-23",24,20,16,11,19,35
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-24",21,27,15,13,28,17
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-25",9,18,18,26,30,8
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-26",22,17,11,14,12,45
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-27",21,32,4,24,20,20
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-28",23,24,16,9,14,36
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-29",27,37,9,11,30,13
"SM2_1","Annual Airplane Flights: 1 Time","2020-04-30",21,18,17,11,7,48
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-01",25,25,13,19,25,18
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-02",19,15,17,7,41,20
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-03",22,12,13,11,20,44
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-04",24,13,0,16,26,45
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-05",21,24,4,12,38,22
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-06",10,24,5,31,7,33
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-07",16,24,0,34,19,22
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-08",18,12,8,15,28,37
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-09",15,12,0,29,15,43
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-10",19,20,19,0,51,10
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-11",25,31,8,20,13,28
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-12",23,24,14,0,32,29
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-13",24,19,6,9,36,30
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-14",27,18,15,13,17,37
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-15",24,24,10,12,15,38
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-16",14,30,14,5,8,43
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-17",20,18,23,11,14,35
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-18",24,31,14,13,15,26
"SM2_1","Annual Airplane Flights: 1 Time","2020-05-19",12,50,0,8,21,21
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-09",49,7,6,14,21,51
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-10",52,19,12,14,8,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-11",50,15,10,13,15,48
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-12",51,24,2,11,13,50
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-13",30,21,3,17,10,49
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-14",52,23,7,13,10,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-15",45,26,12,13,8,41
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-16",48,15,14,12,14,45
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-17",39,15,7,14,8,56
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-18",34,36,11,7,4,42
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-19",30,22,3,11,11,53
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-20",35,34,2,5,8,52
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-21",55,22,12,11,6,50
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-22",42,16,14,15,15,40
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-23",51,24,15,7,22,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-24",53,12,16,10,5,56
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-25",39,27,10,5,10,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-26",49,23,9,8,10,49
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-27",56,11,4,14,21,50
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-28",57,19,12,13,11,44
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-29",48,14,12,10,17,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-30",37,30,10,3,19,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-01-31",45,20,12,6,36,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-01",59,18,9,5,21,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-02",46,17,9,12,16,46
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-03",52,25,9,11,21,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-04",59,29,2,12,23,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-05",53,11,13,6,9,61
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-06",42,13,9,14,16,48
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-07",41,22,19,11,10,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-08",54,27,11,13,25,23
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-09",42,25,14,11,10,41
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-10",40,10,18,23,13,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-11",54,17,20,8,16,40
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-12",37,23,10,10,14,42
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-13",35,15,19,5,19,41
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-14",44,23,12,7,21,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-15",33,22,17,5,18,39
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-16",49,21,19,13,20,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-17",46,23,8,8,14,46
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-18",47,24,6,10,28,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-19",58,25,11,12,14,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-20",56,16,17,11,20,35
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-21",48,25,17,13,14,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-22",42,29,9,8,25,30
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-23",42,22,10,2,17,48
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-24",40,20,23,10,12,35
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-25",48,26,11,11,21,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-26",45,31,7,2,29,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-27",42,21,19,13,8,39
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-28",32,10,2,13,28,47
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-02-29",42,34,10,7,19,30
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-01",36,18,17,19,17,29
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-02",51,17,9,18,25,31
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-03",48,17,17,12,21,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-04",42,18,16,14,13,39
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-05",55,25,5,15,16,39
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-06",48,16,19,19,11,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-07",41,12,15,13,33,27
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-08",51,11,12,9,36,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-09",34,21,20,8,10,41
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-10",41,11,27,8,11,42
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-11",50,24,5,10,33,29
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-12",38,14,11,18,23,35
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-13",27,20,11,17,14,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-14",34,31,9,12,16,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-15",46,32,20,11,10,27
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-16",35,24,4,10,21,40
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-17",54,22,15,10,17,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-18",43,13,18,8,30,31
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-19",34,13,6,0,24,56
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-20",39,15,5,15,20,45
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-21",37,8,15,11,23,42
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-22",31,13,18,8,24,37
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-23",43,18,11,20,39,12
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-24",33,20,0,21,37,21
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-25",38,12,15,22,18,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-26",35,17,13,8,23,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-27",32,31,4,15,26,24
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-28",48,21,20,18,20,20
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-29",37,13,11,10,39,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-30",41,12,4,11,32,40
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-03-31",38,32,2,19,22,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-01",35,26,9,7,27,31
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-02",28,5,10,12,38,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-03",27,22,15,7,20,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-04",28,24,7,10,32,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-05",21,7,23,20,16,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-06",35,37,4,10,19,30
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-07",25,5,13,20,19,42
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-08",25,16,14,15,21,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-09",40,7,12,32,19,30
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-10",35,14,9,12,31,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-11",39,25,8,3,32,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-12",32,30,13,5,20,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-13",30,17,7,13,32,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-14",32,13,12,10,33,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-15",35,15,12,11,23,38
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-16",20,22,8,3,39,28
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-17",35,20,10,13,28,29
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-18",34,25,10,4,25,35
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-19",26,17,15,20,25,23
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-20",38,10,8,9,27,46
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-21",32,15,30,6,23,27
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-22",27,24,4,14,22,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-23",23,27,12,11,17,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-24",29,29,10,10,27,24
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-25",32,29,8,13,24,26
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-26",36,30,6,10,18,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-27",32,24,0,9,34,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-28",38,13,8,15,23,41
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-29",30,29,7,11,25,29
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-04-30",32,12,9,14,28,37
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-01",40,12,7,30,36,14
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-02",30,27,12,14,16,31
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-03",33,24,17,7,16,36
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-04",31,18,8,15,34,25
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-05",25,18,11,15,16,40
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-06",14,26,0,20,21,34
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-07",27,37,0,6,18,39
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-08",24,13,18,21,24,24
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-09",20,16,8,10,18,48
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-10",43,22,9,16,21,33
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-11",36,31,11,2,37,19
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-12",29,19,9,12,36,25
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-13",30,20,11,16,36,18
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-14",27,22,3,7,35,32
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-15",24,21,11,10,27,31
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-16",17,11,15,35,23,17
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-17",41,22,8,5,39,25
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-18",41,8,18,11,34,29
"SM2_1","Annual Airplane Flights: 2-4 Times","2020-05-19",32,3,4,24,32,37
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-09",10,45,10,0,0,45
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-10",10,25,0,5,9,61
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-11",13,24,12,12,0,51
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-12",14,13,33,8,31,15
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-13",12,19,23,7,6,44
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-14",14,20,21,18,10,30
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-15",9,21,21,0,9,48
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-16",16,23,11,3,22,41
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-17",8,26,0,0,20,54
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-18",7,0,26,11,0,63
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-19",14,40,12,12,22,14
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-20",20,26,9,13,4,49
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-21",21,18,0,5,17,59
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-22",14,19,29,16,0,36
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-23",15,15,18,15,8,43
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-24",14,16,22,16,27,19
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-25",9,31,29,0,17,23
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-26",9,0,0,11,10,79
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-27",16,23,4,17,11,46
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-28",7,34,0,10,22,34
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-29",8,12,46,9,11,22
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-30",22,26,18,4,10,42
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-01-31",14,25,8,8,4,54
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-01",7,29,0,19,0,52
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-02",12,33,20,17,8,23
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-03",15,17,28,6,4,45
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-04",12,12,18,10,19,41
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-05",8,12,8,12,41,27
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-06",17,12,9,5,0,74
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-07",10,16,19,3,8,54
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-08",7,26,39,0,0,35
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-09",9,21,14,7,0,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-10",16,43,22,20,10,5
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-11",11,14,8,7,35,36
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-12",8,35,24,13,0,28
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-13",11,17,32,0,18,33
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-14",14,16,38,0,18,28
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-15",9,20,11,0,33,37
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-16",8,22,11,11,12,44
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-17",11,22,30,26,7,15
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-18",15,4,19,36,13,27
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-19",18,8,30,13,15,34
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-20",12,4,7,6,18,65
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-21",16,16,21,0,5,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-22",10,0,7,15,18,60
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-23",7,68,12,11,0,9
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-24",12,13,32,11,31,13
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-25",13,39,11,0,23,28
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-26",8,13,0,7,13,67
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-27",10,17,13,32,11,27
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-28",9,14,0,0,34,53
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-02-29",8,32,13,0,23,32
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-01",14,22,9,10,19,41
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-02",10,26,15,28,0,32
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-03",13,22,57,14,0,7
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-04",3,31,39,0,15,15
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-05",12,23,13,0,20,44
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-06",12,14,22,7,0,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-07",13,18,5,0,30,47
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-08",6,50,14,0,0,36
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-09",12,38,18,7,12,25
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-10",7,11,11,22,10,45
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-11",10,38,0,21,16,25
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-12",5,23,0,10,29,37
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-13",5,70,0,0,0,30
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-14",17,22,27,22,16,12
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-15",11,53,15,0,19,13
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-16",13,34,5,4,31,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-17",16,33,4,26,27,11
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-18",13,7,33,0,26,34
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-19",7,29,9,40,0,22
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-20",7,26,0,0,20,54
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-21",8,8,40,11,21,20
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-22",6,12,45,0,13,31
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-23",5,34,12,0,0,54
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-24",7,31,22,10,28,10
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-25",16,41,10,10,15,23
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-26",8,0,33,19,41,7
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-27",7,14,0,0,51,36
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-28",8,12,0,21,19,48
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-29",7,31,12,46,0,11
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-30",12,6,50,8,11,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-03-31",15,31,11,15,10,33
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-01",7,30,0,0,23,47
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-02",4,37,0,0,33,30
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-03",20,26,0,4,22,48
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-04",4,65,0,35,0,0
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-05",14,52,26,0,18,4
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-06",8,16,28,0,10,46
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-07",12,28,13,8,32,18
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-08",5,28,0,0,37,35
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-09",7,15,0,11,54,19
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-10",12,9,0,5,27,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-11",8,15,0,0,21,63
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-12",8,12,31,32,26,0
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-13",7,0,33,33,20,13
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-14",7,17,33,28,0,23
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-15",6,22,0,29,49,0
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-16",4,0,19,0,21,60
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-17",11,9,13,7,44,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-18",5,0,0,12,14,74
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-19",5,13,0,41,32,14
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-20",7,38,0,0,62,0
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-21",4,45,0,0,34,21
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-22",9,20,39,7,19,14
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-23",7,58,11,9,7,14
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-24",10,0,18,14,69,0
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-25",10,25,12,12,18,33
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-26",7,42,0,0,24,34
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-27",8,20,29,0,10,41
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-28",6,16,15,0,41,28
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-29",6,10,0,0,64,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-04-30",14,0,77,0,0,23
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-01",13,0,25,32,18,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-02",6,15,51,0,9,26
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-03",11,41,0,11,13,34
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-04",19,4,48,17,14,17
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-05",6,16,0,27,0,58
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-06",5,0,17,0,68,15
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-07",7,36,0,19,22,24
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-08",10,40,10,21,9,20
"SM2_1","Annual Airplane Flights: 5-11 Times","2020-05-09",7,35,15,0,30,20
